user_name,user_id,nickname,account_created,verified,bio_link,followers,following,heart,heart_count,videos,diggs
jakemaldonado,13160811,Jake Maldonado ,1445246297,True,https://ply.la/gyfc1c,6100000,638,297500000,297500000,949,0
quackofficial,6604421893679087621,THE KING OF BLING,1537798446,False,https://linktr.ee/QUACKOFFICIAL,587400,7945,6900000,6900000,292,0
sydney1227,59285138345328640,Sydney 💜💜,1454506193,True,-,1300000,149,18400000,18400000,223,0
vinamilkmyjoy15,6539395845481496578,Vinamilk #MYJOY,1562723749,True,http://vt.tiktok.com/J5VkdC/,29800,23,290500,290500,12,0
jameshenry,7076306,James Henry ,1440290087,True,Www.Instagram.com/jameshenry,3400000,637,51400000,51400000,449,0
blossom,6690982282813981702,Blossom,1557870096,True,Amazon.com/shop/firstmediablossom,3500000,5,67100000,67100000,312,0
chunkygreek,6682021726064690182,Mikey Tsilimidos ,1555780550,False,-,3600000,1251,57400000,57400000,773,0
ericsuerez,6690023191841113093,Eric Suerez,1558220510,True,https://bit.ly/2HI7fwD,1200000,228,27100000,27100000,119,0
themrspedersen,6653811535989964806,Rachel Pedersen,1549312498,True,https://msha.ke/rachelpedersen,838100,7838,14100000,14100000,1535,0
kikakikawhat,6646868299220549638,Kikakikawhat,1547595949,False,-,61300,3,958500,958500,68,0
arii,272854,arii,1432011626,True,https://trillerlive.onelink.me/C2RB/cdeffdd8,8900000,74,422000000,422000000,657,0
dipssybunny,6550311380510053391,Dipssy,1525113214,False,https://beacons.page/dipssybunny,2500000,99,38200000,38200000,333,0
katiefeeneyy,15251627,☆ katie feeney ☆,1447062107,True,https://direct.me/katiefeeneyamazon,5600000,2480,409800000,409800000,3218,0
ashlenite,6782954722350957573,ashlenite,1579460284,False,beacons.page/ashlenite,439200,304,6700000,6700000,289,0
tubi,6912823732961543173,Tubi,1609517284,True,https://tubitv.com,49200,48,489500,489500,99,0
brianagreen11,6723187682921694214,Briana Green ,1565335596,True,-,363900,43,3700000,3700000,238,0
bgreazy,6765990633955525637,Brett Gray,1575330180,True,Http://www.youtube.com/brettgray,3000000,79,33300000,33300000,103,0
brendanxa,100510526199222272,Brendan Robert,1464335092,True,https://glnk.io/brendan,5000000,106,123400000,123400000,964,0
shlyyzz,6642097971163725830,Liza Jean 🥂,1565625970,False,linktr.ee/lizajean,217200,578,8900000,8900000,233,0
elianaghen,6748074590692541446,Eliana Ghen,1571158783,True,https://beacons.page/elianaghen,6200000,56,226400000,226400000,1324,0
marktilbury,6734023997601874950,Mark Tilbury - YouTuber & CEO,1587318101,True,LevelUpWithMark.com/clickhere,6500000,132,57400000,57400000,298,0
livvintonn,6772173877772321798,livvintonn,1576769898,False,-,15100,156,471700,471700,154,0
healthygirlkitchen,6817804885497758725,Danielle Keith,1587365945,False,HealthyGirlKitchen.com/links,625200,329,6500000,6500000,266,0
jamieleroseofficial,6654609792679755782,Jamie LeRose,1556340259,False,https://youtu.be/yEpvFhkDUgc,699400,300,16200000,16200000,295,0
jjabrams2,6587441296615751686,JIPI,1547346484,False,-,4183,44,168200,168200,8,0
terrycrews,6746264168812659717,Terry Crews,1570737884,True,Instagram.com/terrycrews,16000000,40,56000000,56000000,68,0
brittany_broski,6654347804955213829,Brittany,1549336985,True,https://blacklivesmatters.carrd.co/,6200000,1265,257000000,257000000,696,0
cosplay.hacks,6614153768132296710,Avaloo,1548704948,False,-,2470,8,75500,75500,33,0
annie.fdcm.pet,6926201017592595461,user3917537667460,1612632004,False,-,237100,69,1000000,1000000,173,0
saharrooo,6638310390046572549,Sahar,1545603775,True,https://linktr.ee/Sahardahi,2900000,298,116600000,116600000,1122,0
amyywoahh,6757815847807566853,AMYYWOAHH,1574120729,False,https://youtu.be/HqnG6OFj0_g,13800000,17,586400000,586400000,1192,0
lorengray,934514,Loren Gray,1435203834,True,https://withkoji.com/@lorengray,52500000,225,2800000000,0,2834,0
imaarin,6770193062389826565,TheAnimeGuy,1576308820,False,https://linktr.ee/Imaarin,691000,373,17600000,17600000,375,0
notbfiner,6887638426716914693,Ben Finer,1611859994,False,www.amandaplease.com,11700,65,696000,696000,108,0
